Make,Model,Months,Sales,Total,Segment,Body Type,MoM %,YoY %
Nissan,X-Trail,January,0,22,D2,SUV,0,0
Nissan,X-Trail,February,0,22,D2,SUV,0,0
Nissan,X-Trail,March,0,22,D2,SUV,0,0
Nissan,X-Trail,April,0,22,D2,SUV,0,0
Nissan,X-Trail,May,0,22,D2,SUV,0,0
Nissan,X-Trail,June,0,22,D2,SUV,0,0
Nissan,X-Trail,July,0,22,D2,SUV,0,0
Nissan,X-Trail,August,6,22,D2,SUV,0,0
Nissan,X-Trail,September,13,22,D2,SUV,0,0
Nissan,X-Trail,October ,2,22,D2,SUV,0,0
Nissan,X-Trail,November ,0,22,D2,SUV,0,0
Nissan,X-Trail,December,1,22,D2,SUV,0,0
Renault,Kiger,January,750,11000,C1,SUV,-24,-31
Renault,Kiger,February,1047,11000,C1,SUV,-24,-31
Renault,Kiger,March,1050,11000,C1,SUV,-24,-31
Renault,Kiger,April,1059,11000,C1,SUV,-24,-31
Renault,Kiger,May,850,11000,C1,SUV,-24,-31
Renault,Kiger,June,1150,11000,C1,SUV,-24,-31
Renault,Kiger,July,810,11000,C1,SUV,-24,-31
Renault,Kiger,August,870,11000,C1,SUV,-24,-31
Renault,Kiger,September,988,11000,C1,SUV,-24,-31
Renault,Kiger,October ,1053,11000,C1,SUV,-24,-31
Renault,Kiger,November ,779,11000,C1,SUV,-24,-31
Renault,Kiger,December,594,11000,C1,SUV,-24,-31
Renault,Kwid,January,856,8705,A,Hatchback,15,37
Renault,Kwid,February,828,8705,A,Hatchback,15,37
Renault,Kwid,March,928,8705,A,Hatchback,15,37
Renault,Kwid,April,977,8705,A,Hatchback,15,37
Renault,Kwid,May,743,8705,A,Hatchback,15,37
Renault,Kwid,June,603,8705,A,Hatchback,15,37
Renault,Kwid,July,565,8705,A,Hatchback,15,37
Renault,Kwid,August,634,8705,A,Hatchback,15,37
Renault,Kwid,September,691,8705,A,Hatchback,15,37
Renault,Kwid,October ,706,8705,A,Hatchback,15,37
Renault,Kwid,November ,546,8705,A,Hatchback,15,37
Renault,Kwid,December,628,8705,A,Hatchback,15,37
Renault,Triber,January,2220,22024,Utility,MUV,12,149
Renault,Triber,February,2205,22024,Utility,MUV,12,149
Renault,Triber,March,2247,22024,Utility,MUV,12,149
Renault,Triber,April,1671,22024,Utility,MUV,12,149
Renault,Triber,May,2116,22024,Utility,MUV,12,149
Renault,Triber,June,1800,22024,Utility,MUV,12,149
Renault,Triber,July,1457,22024,Utility,MUV,12,149
Renault,Triber,August,1514,22024,Utility,MUV,12,149
Renault,Triber,September,1538,22024,Utility,MUV,12,149
Renault,Triber,October ,2111,22024,Utility,MUV,12,149
Renault,Triber,November ,1486,22024,Utility,MUV,12,149
Renault,Triber,December,1659,22024,Utility,MUV,12,149
Skoda,Kodiaq,January,53,1907,D2,SUV,-14,-14
Skoda,Kodiaq,February,89,1907,D2,SUV,-14,-14
Skoda,Kodiaq,March,136,1907,D2,SUV,-14,-14
Skoda,Kodiaq,April,154,1907,D2,SUV,-14,-14
Skoda,Kodiaq,May,185,1907,D2,SUV,-14,-14
Skoda,Kodiaq,June,137,1907,D2,SUV,-14,-14
Skoda,Kodiaq,July,240,1907,D2,SUV,-14,-14
Skoda,Kodiaq,August,145,1907,D2,SUV,-14,-14
Skoda,Kodiaq,September,140,1907,D2,SUV,-14,-14
Skoda,Kodiaq,October ,209,1907,D2,SUV,-14,-14
Skoda,Kodiaq,November ,225,1907,D2,SUV,-14,-14
Skoda,Kodiaq,December,194,1907,D2,SUV,-14,-14
Skoda,Kushaq,January,1082,17567,C2,SUV,62,-1
Skoda,Kushaq,February,1137,17567,C2,SUV,62,-1
Skoda,Kushaq,March,1293,17567,C2,SUV,62,-1
Skoda,Kushaq,April,1159,17567,C2,SUV,62,-1
Skoda,Kushaq,May,1157,17567,C2,SUV,62,-1
Skoda,Kushaq,June,1198,17567,C2,SUV,62,-1
Skoda,Kushaq,July,1070,17567,C2,SUV,62,-1
Skoda,Kushaq,August,1502,17567,C2,SUV,62,-1
Skoda,Kushaq,September,1767,17567,C2,SUV,62,-1
Skoda,Kushaq,October ,2213,17567,C2,SUV,62,-1
Skoda,Kushaq,November ,1524,17567,C2,SUV,62,-1
Skoda,Kushaq,December,2465,17567,C2,SUV,62,-1
Skoda,Slavia,January,1242,15617,C2,Sedan,67,-3
Skoda,Slavia,February,1028,15617,C2,Sedan,67,-3
Skoda,Slavia,March,1358,15617,C2,Sedan,67,-3
Skoda,Slavia,April,1253,15617,C2,Sedan,67,-3
Skoda,Slavia,May,1538,15617,C2,Sedan,67,-3
Skoda,Slavia,June,1230,15617,C2,Sedan,67,-3
Skoda,Slavia,July,793,15617,C2,Sedan,67,-3
Skoda,Slavia,August,1122,15617,C2,Sedan,67,-3
Skoda,Slavia,September,1391,15617,C2,Sedan,67,-3
Skoda,Slavia,October ,1637,15617,C2,Sedan,67,-3
Skoda,Slavia,November ,1131,15617,C2,Sedan,67,-3
Skoda,Slavia,December,1894,15617,C2,Sedan,67,-3
Skoda,Superb,January,0,66,D2,Sedan,-83,0
Skoda,Superb,February,0,66,D2,Sedan,-83,0
Skoda,Superb,March,15,66,D2,Sedan,-83,0
Skoda,Superb,April,13,66,D2,Sedan,-83,0
Skoda,Superb,May,4,66,D2,Sedan,-83,0
Skoda,Superb,June,1,66,D2,Sedan,-83,0
Skoda,Superb,July,0,66,D2,Sedan,-83,0
Skoda,Superb,August,3,66,D2,Sedan,-83,0
Skoda,Superb,September,3,66,D2,Sedan,-83,0
Skoda,Superb,October ,20,66,D2,Sedan,-83,0
Skoda,Superb,November ,6,66,D2,Sedan,-83,0
Skoda,Superb,December,1,66,D2,Sedan,-83,0
Tata,Altroz,January,4935,45380,B2,Hatchback,-10,-54
Tata,Altroz,February,4568,45380,B2,Hatchback,-10,-54
Tata,Altroz,March,5985,45380,B2,Hatchback,-10,-54
Tata,Altroz,April,5148,45380,B2,Hatchback,-10,-54
Tata,Altroz,May,4983,45380,B2,Hatchback,-10,-54
Tata,Altroz,June,3937,45380,B2,Hatchback,-10,-54
Tata,Altroz,July,3444,45380,B2,Hatchback,-10,-54
Tata,Altroz,August,3031,45380,B2,Hatchback,-10,-54
Tata,Altroz,September,2758,45380,B2,Hatchback,-10,-54
Tata,Altroz,October ,2642,45380,B2,Hatchback,-10,-54
Tata,Altroz,November ,2083,45380,B2,Hatchback,-10,-54
Tata,Altroz,December,1866,45380,B2,Hatchback,-10,-54
Tata,Curvv,January,0,23664,C2,SUV,-2,0
Tata,Curvv,February,0,23664,C2,SUV,-2,0
Tata,Curvv,March,0,23664,C2,SUV,-2,0
Tata,Curvv,April,0,23664,C2,SUV,-2,0
Tata,Curvv,May,0,23664,C2,SUV,-2,0
Tata,Curvv,June,0,23664,C2,SUV,-2,0
Tata,Curvv,July,0,23664,C2,SUV,-2,0
Tata,Curvv,August,3455,23664,C2,SUV,-2,0
Tata,Curvv,September,4763,23664,C2,SUV,-2,0
Tata,Curvv,October ,5351,23664,C2,SUV,-2,0
Tata,Curvv,November ,5101,23664,C2,SUV,-2,0
Tata,Curvv,December,4994,23664,C2,SUV,-2,0
Tata,Harrier,January,2626,22071,D1,SUV,-5,-7
Tata,Harrier,February,2562,22071,D1,SUV,-5,-7
Tata,Harrier,March,2054,22071,D1,SUV,-5,-7
Tata,Harrier,April,1746,22071,D1,SUV,-5,-7
Tata,Harrier,May,1625,22071,D1,SUV,-5,-7
Tata,Harrier,June,1347,22071,D1,SUV,-5,-7
Tata,Harrier,July,1991,22071,D1,SUV,-5,-7
Tata,Harrier,August,1892,22071,D1,SUV,-5,-7
Tata,Harrier,September,1600,22071,D1,SUV,-5,-7
Tata,Harrier,October ,1947,22071,D1,SUV,-5,-7
Tata,Harrier,November ,1374,22071,D1,SUV,-5,-7
Tata,Harrier,December,1307,22071,D1,SUV,-5,-7
Tata,Nexon,January,17182,161611,C1,SUV,-12,-11
Tata,Nexon,February,14395,161611,C1,SUV,-12,-11
Tata,Nexon,March,14058,161611,C1,SUV,-12,-11
Tata,Nexon,April,11168,161611,C1,SUV,-12,-11
Tata,Nexon,May,11457,161611,C1,SUV,-12,-11
Tata,Nexon,June,12066,161611,C1,SUV,-12,-11
Tata,Nexon,July,13902,161611,C1,SUV,-12,-11
Tata,Nexon,August,12289,161611,C1,SUV,-12,-11
Tata,Nexon,September,11470,161611,C1,SUV,-12,-11
Tata,Nexon,October ,14759,161611,C1,SUV,-12,-11
Tata,Nexon,November ,15329,161611,C1,SUV,-12,-11
Tata,Nexon,December,13536,161611,C1,SUV,-12,-11
Tata,Punch,January,17978,202031,C1,SUV,-2,9
Tata,Punch,February,18438,202031,C1,SUV,-2,9
Tata,Punch,March,17547,202031,C1,SUV,-2,9
Tata,Punch,April,19158,202031,C1,SUV,-2,9
Tata,Punch,May,18949,202031,C1,SUV,-2,9
Tata,Punch,June,18238,202031,C1,SUV,-2,9
Tata,Punch,July,16121,202031,C1,SUV,-2,9
Tata,Punch,August,15643,202031,C1,SUV,-2,9
Tata,Punch,September,13711,202031,C1,SUV,-2,9
Tata,Punch,October ,15740,202031,C1,SUV,-2,9
Tata,Punch,November ,15435,202031,C1,SUV,-2,9
Tata,Punch,December,15073,202031,C1,SUV,-2,9
Tata,Safari,January,2893,23113,D1,SUV,-11,-34
Tata,Safari,February,2648,23113,D1,SUV,-11,-34
Tata,Safari,March,2063,23113,D1,SUV,-11,-34
Tata,Safari,April,1716,23113,D1,SUV,-11,-34
Tata,Safari,May,1661,23113,D1,SUV,-11,-34
Tata,Safari,June,1394,23113,D1,SUV,-11,-34
Tata,Safari,July,2109,23113,D1,SUV,-11,-34
Tata,Safari,August,1951,23113,D1,SUV,-11,-34
Tata,Safari,September,1644,23113,D1,SUV,-11,-34
Tata,Safari,October ,2086,23113,D1,SUV,-11,-34
Tata,Safari,November ,1563,23113,D1,SUV,-11,-34
Tata,Safari,December,1385,23113,D1,SUV,-11,-34
Tata,Tiago,January,6482,67337,B1,Hatchback,-6,3
Tata,Tiago,February,6947,67337,B1,Hatchback,-6,3
Tata,Tiago,March,6381,67337,B1,Hatchback,-6,3
Tata,Tiago,April,6796,67337,B1,Hatchback,-6,3
Tata,Tiago,May,5927,67337,B1,Hatchback,-6,3
Tata,Tiago,June,5174,67337,B1,Hatchback,-6,3
Tata,Tiago,July,5665,67337,B1,Hatchback,-6,3
Tata,Tiago,August,4733,67337,B1,Hatchback,-6,3
Tata,Tiago,September,4225,67337,B1,Hatchback,-6,3
Tata,Tiago,October ,4682,67337,B1,Hatchback,-6,3
Tata,Tiago,November ,5319,67337,B1,Hatchback,-6,3
Tata,Tiago,December,5006,67337,B1,Hatchback,-6,3
Tata,Tigor,January,1539,15895,C1,Sedan,23,-46
Tata,Tigor,February,1712,15895,C1,Sedan,23,-46
Tata,Tigor,March,2017,15895,C1,Sedan,23,-46
Tata,Tigor,April,2153,15895,C1,Sedan,23,-46
Tata,Tigor,May,2098,15895,C1,Sedan,23,-46
Tata,Tigor,July,1495,15895,C1,Sedan,23,-46
Tata,Tigor,August,1148,15895,C1,Sedan,23,-46
Tata,Tigor,September,894,15895,C1,Sedan,23,-46
Tata,Tigor,October ,926,15895,C1,Sedan,23,-46
Tata,Tigor,November ,859,15895,C1,Sedan,23,-46
Tata,Tigor,December,1054,15895,C1,Sedan,23,-46
Toyota,Camry,January,312,1999,D2,Sedan,-32,-51
Toyota,Camry,February,210,1999,D2,Sedan,-32,-51
Toyota,Camry,March,232,1999,D2,Sedan,-32,-51
Toyota,Camry,April,179,1999,D2,Sedan,-32,-51
Toyota,Camry,May,122,1999,D2,Sedan,-32,-51
Toyota,Camry,June,143,1999,D2,Sedan,-32,-51
Toyota,Camry,July,126,1999,D2,Sedan,-32,-51
Toyota,Camry,August,154,1999,D2,Sedan,-32,-51
Toyota,Camry,September,127,1999,D2,Sedan,-32,-51
Toyota,Camry,October ,176,1999,D2,Sedan,-32,-51
Toyota,Camry,November ,130,1999,D2,Sedan,-32,-51
Toyota,Camry,December,88,1999,D2,Sedan,-32,-51
Toyota,Fortuner,January,3213,33597,D2,SUV,-23,-29
Toyota,Fortuner,February,3395,33597,D2,SUV,-23,-29
Toyota,Fortuner,March,3621,33597,D2,SUV,-23,-29
Toyota,Fortuner,April,2325,33597,D2,SUV,-23,-29
Toyota,Fortuner,May,2422,33597,D2,SUV,-23,-29
Toyota,Fortuner,June,2675,33597,D2,SUV,-23,-29
Toyota,Fortuner,July,2380,33597,D2,SUV,-23,-29
Toyota,Fortuner,August,2338,33597,D2,SUV,-23,-29
Toyota,Fortuner,September,2473,33597,D2,SUV,-23,-29
Toyota,Fortuner,October ,3684,33597,D2,SUV,-23,-29
Toyota,Fortuner,November ,2865,33597,D2,SUV,-23,-29
Toyota,Fortuner,December,2206,33597,D2,SUV,-23,-29
Toyota,Glanza,January,3740,49927,B2,Hatchback,-8,-15
Toyota,Glanza,February,4581,49927,B2,Hatchback,-8,-15
Toyota,Glanza,March,4319,49927,B2,Hatchback,-8,-15
Toyota,Glanza,April,4380,49927,B2,Hatchback,-8,-15
Toyota,Glanza,May,4517,49927,B2,Hatchback,-8,-15
Toyota,Glanza,June,4118,49927,B2,Hatchback,-8,-15
Toyota,Glanza,July,4836,49927,B2,Hatchback,-8,-15
Toyota,Glanza,August,4624,49927,B2,Hatchback,-8,-15
Toyota,Glanza,September,3246,49927,B2,Hatchback,-8,-15
Toyota,Glanza,October ,4273,49927,B2,Hatchback,-8,-15
Toyota,Glanza,November ,3806,49927,B2,Hatchback,-8,-15
Toyota,Glanza,December,3487,49927,B2,Hatchback,-8,-15
Toyota,Hilux,January,289,2902,D2,Others,14,-47
Toyota,Hilux,February,245,2902,D2,Others,14,-47
Toyota,Hilux,March,356,2902,D2,Others,14,-47
Toyota,Hilux,April,264,2902,D2,Others,14,-47
Toyota,Hilux,May,283,2902,D2,Others,14,-47
Toyota,Hilux,June,236,2902,D2,Others,14,-47
Toyota,Hilux,July,178,2902,D2,Others,14,-47
Toyota,Hilux,August,204,2902,D2,Others,14,-47
Toyota,Hilux,September,186,2902,D2,Others,14,-47
Toyota,Hilux,October ,342,2902,D2,Others,14,-47
Toyota,Hilux,November ,149,2902,D2,Others,14,-47
Toyota,Hilux,December,170,2902,D2,Others,14,-47
Toyota,Hyryder,January,5543,62956,C2,SUV,-2,-4
Toyota,Hyryder,February,5601,62956,C2,SUV,-2,-4
Toyota,Hyryder,March,5965,62956,C2,SUV,-2,-4
Toyota,Hyryder,April,3252,62956,C2,SUV,-2,-4
Toyota,Hyryder,May,3906,62956,C2,SUV,-2,-4
Toyota,Hyryder,June,4275,62956,C2,SUV,-2,-4
Toyota,Hyryder,July,7419,62956,C2,SUV,-2,-4
Toyota,Hyryder,August,6534,62956,C2,SUV,-2,-4
Toyota,Hyryder,September,5385,62956,C2,SUV,-2,-4
Toyota,Hyryder,October ,5449,62956,C2,SUV,-2,-4
Toyota,Hyryder,November ,4857,62956,C2,SUV,-2,-4
Toyota,Hyryder,December,4770,62956,C2,SUV,-2,-4
Toyota,"Innova Crysta, Innova Hycross",January,9400,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",February,8481,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",March,9900,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",April,7103,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",May,8548,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",June,9412,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",July,9912,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",August,9687,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",September,8052,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",October ,8838,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",November ,7867,106900,D1,MUV,23,24
Toyota,"Innova Crysta, Innova Hycross",December,9700,106900,D1,MUV,23,24
Toyota,Land Cruiser,January,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,February,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,March,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,April,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,May,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,June,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,July,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,August,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,September,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,October ,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,November ,0,0,Premium,SUV,0,0
Toyota,Land Cruiser,December,0,0,Premium,SUV,0,0
Toyota,Rumion,January,639,18099,"
Utility",MUV,-2,113
Toyota,Rumion,February,730,18099,"
Utility",MUV,-2,113
Toyota,Rumion,March,688,18099,"
Utility",MUV,-2,113
Toyota,Rumion,April,1192,18099,"
Utility",MUV,-2,113
Toyota,Rumion,May,1919,18099,"
Utility",MUV,-2,113
Toyota,Rumion,June,1566,18099,"
Utility",MUV,-2,113
Toyota,Rumion,July,1929,18099,"
Utility",MUV,-2,113
Toyota,Rumion,August,1721,18099,"
Utility",MUV,-2,113
Toyota,Rumion,September,1968,18099,"
Utility",MUV,-2,113
Toyota,Rumion,October ,2169,18099,"
Utility",MUV,-2,113
Toyota,Rumion,November ,1803,18099,"
Utility",MUV,-2,113
Toyota,Rumion,December,1775,18099,"
Utility",MUV,-2,113
Toyota,Taisor,January,0,22836,C1,Hatchback,-27,0
Toyota,Taisor,February,0,22836,C1,Hatchback,-27,0
Toyota,Taisor,March,0,22836,C1,Hatchback,-27,0
Toyota,Taisor,April,0,22836,C1,Hatchback,-27,0
Toyota,Taisor,May,2180,22836,C1,Hatchback,-27,0
Toyota,Taisor,June,3185,22836,C1,Hatchback,-27,0
Toyota,Taisor,July,2640,22836,C1,Hatchback,-27,0
Toyota,Taisor,August,3213,22836,C1,Hatchback,-27,0
Toyota,Taisor,September,2278,22836,C1,Hatchback,-27,0
Toyota,Taisor,October ,3092,22836,C1,Hatchback,-27,0
Toyota,Taisor,November ,3620,22836,C1,Hatchback,-27,0
Toyota,Taisor,December,2628,22836,C1,Hatchback,-27,0
Toyota,Vellfire,January,61,943,Premium,MUV,-27,70
Toyota,Vellfire,February,57,943,Premium,MUV,-27,70
Toyota,Vellfire,March,38,943,Premium,MUV,-27,70
Toyota,Vellfire,April,5,943,Premium,MUV,-27,70
Toyota,Vellfire,May,62,943,Premium,MUV,-27,70
Toyota,Vellfire,June,142,943,Premium,MUV,-27,70
Toyota,Vellfire,July,113,943,Premium,MUV,-27,70
Toyota,Vellfire,August,114,943,Premium,MUV,-27,70
Toyota,Vellfire,September,87,943,Premium,MUV,-27,70
Toyota,Vellfire,October ,115,943,Premium,MUV,-27,70
Toyota,Vellfire,November ,86,943,Premium,MUV,-27,70
Toyota,Vellfire,December,63,943,Premium,MUV,-27,70
Volkswagen,Taigun,January,1275,19650,C2,SUV,56,-5
Volkswagen,Taigun,February,1286,19650,C2,SUV,56,-5
Volkswagen,Taigun,March,1588,19650,C2,SUV,56,-5
Volkswagen,Taigun,April,1758,19650,C2,SUV,56,-5
Volkswagen,Taigun,May,1561,19650,C2,SUV,56,-5
Volkswagen,Taigun,June,1519,19650,C2,SUV,56,-5
Volkswagen,Taigun,July,1564,19650,C2,SUV,56,-5
Volkswagen,Taigun,August,1628,19650,C2,SUV,56,-5
Volkswagen,Taigun,September,1611,19650,C2,SUV,56,-5
Volkswagen,Taigun,October ,2028,19650,C2,SUV,56,-5
Volkswagen,Taigun,November ,1497,19650,C2,SUV,56,-5
Volkswagen,Taigun,December,2335,19650,C2,SUV,56,-5
Volkswagen,Tiguan,January,113,1193,D2,SUV,147,-29
Volkswagen,Tiguan,February,102,1193,D2,SUV,147,-29
Volkswagen,Tiguan,March,94,1193,D2,SUV,147,-29
Volkswagen,Tiguan,April,108,1193,D2,SUV,147,-29
Volkswagen,Tiguan,May,102,1193,D2,SUV,147,-29
Volkswagen,Tiguan,June,85,1193,D2,SUV,147,-29
Volkswagen,Tiguan,July,77,1193,D2,SUV,147,-29
Volkswagen,Tiguan,August,73,1193,D2,SUV,147,-29
Volkswagen,Tiguan,September,86,1193,D2,SUV,147,-29
Volkswagen,Tiguan,October ,79,1193,D2,SUV,147,-29
Volkswagen,Tiguan,November ,79,1193,D2,SUV,147,-29
Volkswagen,Tiguan,December,195,1193,D2,SUV,147,-29
Volkswagen,Virtus,January,1879,21210,C2,Sedan,55,3
Volkswagen,Virtus,February,1631,21210,C2,Sedan,55,3
Volkswagen,Virtus,March,1847,21210,C2,Sedan,55,3
Volkswagen,Virtus,April,1183,21210,C2,Sedan,55,3
Volkswagen,Virtus,May,1610,21210,C2,Sedan,55,3
Volkswagen,Virtus,June,1656,21210,C2,Sedan,55,3
Volkswagen,Virtus,July,1766,21210,C2,Sedan,55,3
Volkswagen,Virtus,August,1876,21210,C2,Sedan,55,3
Volkswagen,Virtus,September,1697,21210,C2,Sedan,55,3
Volkswagen,Virtus,October ,2351,21210,C2,Sedan,55,3
Volkswagen,Virtus,November ,1457,21210,C2,Sedan,55,3
Volkswagen,Virtus,December,2257,21210,C2,Sedan,55,3
